area_id,city_id,area_name
496028,19768,Niyagama
496429,18943,Soreang
496438,182702,Ahangama
496452,6167,Shirley
499646,17196,Green Valley Village
499656,17331,Ream National Park
499686,3750,Te Atatu
499698,12565,Pondicherry - Cuddalore ECR Road
500577,8944,Makadara
500583,7219,Dawncliffe
501991,18871,San Jose
501992,18913,Prek Ampil Area
501998,694538,Uson Island
501999,694538,Sangat Island
502000,694538,Chindona Island
502002,694538,Potototan Island
502004,694538,San Jose (Busuanga)
502038,8845,Jamdoli
502070,16585,Bicocca
502076,6613,Sarkej
502081,16264,Phan Thiet City Center
502090,16366,Chatan
502097,18943,Cibiru
502586,11980,Watermans Bay
502588,11980,Booragoon
502589,11980,Shenton Park
502592,9846,Chawaka
502595,17904,Branxton
502628,19738,Jebel Akhdar
502646,1491,Bayswater
502657,4816,Koh Dach
502665,16607,Doonan
502675,756,Meinong District
502677,16842,Praya
502678,16607,Pomona
502683,18943,Subang
502698,18215,Bauan
502695,16552,Ha My Beach
502708,11980,Karrinyup
502729,17172,Yeonje-gu
502731,7233,Khuean Ubonratana
502751,18346,Lugu Township
503406,14370,Hills District
503444,513003,Rawson
503451,17243,Cat Ong Island
503472,17243,Ben Beo
503486,10871,Nong Hai
503494,12080,West District
503495,12080,Central District
503515,11981,Mitchell Park
503830,703271,Banjol
503936,704764,Bolilmark
506763,17245,Gia Vien District
509274,19476,Batad
510609,11980,Queens Park
511388,16613,Stockwell
511408,9927,German Colony
511409,16223,Tha Maka
511410,16223,Pak Phreak
512023,5733,Damside Pardi
512024,5733,Gharipatan
512960,1102,Lutong
512967,10188,Chanapora
512997,10182,Mohammed Bin Zayed City
512998,10182,Abu Dhabi International Airport
513047,2679,Bai Dai Beach
513059,10182,Al Bahya
513061,14983,Pontville
513101,79620,Wafangdian City
514121,17904,Kurri Kurri
514210,5349,Ar Rimal
514211,5349,Dhahrat Laban
514212,5349,As Suwaidi Al Gharabi
514214,5349,Al Aziziyah
514242,15847,Sulzbach
514422,12050,Al Dhait South
514428,17019,Palau
514652,7233,Nong Phai
514673,2961,Sukoharjo
514962,217,Pluak Daeng
29109,18322,Rabac
484522,513602,Rimatara
483099,512985,Katra
487912,663870,Gorran
481557,512764,Patna (Bihar)
481559,512765,Diu
503618,702307,Mandarmoni
495943,671786,Baihar
21549,2558,Almora
28331,17936,Kanha
27981,17832,Badami
26377,3657,Beverley
58652,16594,Flaminio and Parioli
57719,2612,Avinashi Road
56841,78391,Saint-Symphorien
50195,68495,Beddgelert
68918,86668,Beer
32784,21077,Kausani
97089,114636,Sangli
79757,6084,Bristol City Center
58020,2366,Treptow
49934,70188,Limburg an der Lahn
24455,12521,Other
57731,16850,Malad
57058,7401,Sankampaeng
25996,16056,Karon
26653,4542,Austin City Center
26660,5368,Cleveland City Center
25854,17269,Mahabalipuram
28666,17997,Thrissur
29778,18916,Aberdeen Dyce Airport
21626,2856,Lanham
23795,10309,Other
19418,16630,Juffair
32296,20612,Vila Nova De Gaia
27717,9395,Suvarnabhumi Airport
26079,4278,Raleigh City Center
25036,14425,Texarkana
25089,14572,Mexicali
18625,17137,Louisville City Center
17689,5923,Sliema City Center
14456,14456,Mount Laurel
23314,8644,Farmington Hills
18184,14875,Tampere
18215,15368,Casablanca City Center
19180,9754,Luton Suburbs
61791,8441,Mercer
61170,15897,Nabq Bay Area
61172,15897,Shark Bay
61173,15897,Naama Bay
31481,7401,Doi Saket
31492,1622,Alabang
31067,2994,Bur Dubai
31068,2994,Deira
31069,2994,Tecom
31941,19990,Montaione
32387,20699,Plymouth
32554,20858,Humble
32560,20864,Jackson
61880,22691,Pasadena
62525,6655,Newnan
62536,4906,Shawnee
80555,2994,Jumeirah Beach
34195,21635,Other
34204,21644,Pali
34321,16056,Naiharn
34323,16056,Surin
57552,17198,Hua Thanon
57422,78830,Meridian Hills
94332,16611,Palm Beach
94012,7401,Old City
93996,17193,Tanah Lot
58160,7602,Wijck
59076,67895,Cirkewwa
58882,14865,Ao Num Mao Bay
61174,15897,Ras Umm Sid
60843,79389,Piano di Sorrento
61585,22651,Delafield
80711,11980,Fremantle
90652,103492,Kumasi
93573,16056,Chalong
93547,8584,Sattahip Beach
93548,8584,Phra Tamnak Hill
93542,8584,Bang La Mung
92476,104606,Pahrump 
78121,100776,Shippensburg 
78145,99916,El Monte
78303,100057,Great Bend 
79191,100909,Wapakoneta
79333,99702,California 
69714,88141,Roslyn
78007,99301,Cristian
94881,213229,Chefchaouen
116950,114618,Khopoli
226639,185455,Akosombo
495250,512916,Karjat
494244,669674,New Abirem
500591,10894,Possum Brush
513033,4234,Huai Chomphu
513037,78591,Ajyad
511598,17402,Sri Thanu
511407,9927,Ein Karem
510164,708695,Nyanyanu
506748,15847,Central Station
514610,9395,Sathorn
482320,9927,City Center
481892,18934,Sandy Row Area
515880,7100,Roman Ridge
515881,7100,Mallam
515882,7100,Sakumono
515883,7100,Madina
515869,7100,North Ridge
515871,7100,Dzorwulu
515874,7100,Cantonments
515875,7100,Kokomlemle
515876,7100,Labadi
515877,7100,Tesano
484779,4472,Old Doha City
484879,9909,La Floresta
483706,10787,Prajak Silpakom
483655,318,Midtown West
483360,17127,Rochester City Center
501530,700991,Central
482544,21075,Khandala
224548,176044,Mactan Island
208310,108642,Yonago
177991,201957,Holiday
170015,185463,Takoradi
483807,11768,Hamurana
484601,3750,Waiuku
483240,9128,Outer Taupo
483211,3750,Mount Eden
378693,2704,Mount Victoria
484240,16012,Kampung Paya
91789,103901,Beardstown 
62165,22889,Other
62119,16480,Other
92232,104350,Knightdale 
34273,7413,Uribarri
78683,99756,Chenoa 
69949,3068,Imperial Beach
69993,17753,Woodley Park
20803,11,Other
22005,4212,Other
17465,2151,Bad Oeynhausen City Center
19822,15852,Suburbs
23770,10222,Burnham
23114,7964,Other
21622,2836,Other
22465,5739,Other
27871,17127,Other
27877,17145,Other
25564,16190,Other
25830,16848,Other
24460,12538,Bruchsal
24140,11453,Sandnes
50064,69607,Hayes
25483,15897,Other
25503,15976,Other
25495,15935,Other
483984,513392,Garhmukteshwar
244374,292823,Falmouth
481367,105937,Lojing
243153,251595,Minamiaso-mura
230475,201967,Holyoke
231863,207412,Thoeng
482538,9466,Tangalooma
482258,20002,Poblacion
482775,512901,Brighton
482788,16919,Ban Mano
482779,102383,Castle Forbes Bay
482003,6355,Beilun
481779,16087,Sungai Jawi
481747,10372,Alphington
481726,19546,Seventeen Seventy
481730,512803,Glenaire
481384,512736,Khinak /Nakasung
481385,512737,Koh Nang Yuan
229346,196688,Horuphav
228567,193698,Roppenheim
228866,194909,Tallende
226031,182782,Urdaneta
514796,711726,Bil-Isan
514798,711726,Tawala
514799,711726,Bolod
514793,711726,Dauis
514794,711726,Looc
224429,175421,Laranjeiras
221279,162112,Kota Tinggi Town
221284,162117,Segamat
222018,165213,Induno Olona
217375,146392,Badger
217396,146438,Clermont
219133,153008,Hermitage
219549,155035,Casanova
178415,202847,Orangeville
177963,201903,Helena
178763,203554,Summerville
177481,200903,Calipatria
177540,201040,Chester
177660,201290,Delta Junction
175617,197023,Naesbjerg
175414,196609,Henne Strand
205514,251852,Monbetsu-shi
378409,13170,Tan Tao Industry Zone
378396,390119,Pacitan
211362,121902,Berg
183537,23405,Orchard Park
182607,211459,Lenggong
182538,211316,Kapit
187504,221398,Dien Chau
197987,236397,Elatochorion
484607,3241,Teluk Cempedak
484608,513616,Gellibrand
485133,514269,Lowell
485150,514286,Lafayette
485187,514323,Hazlehurst
485229,514365,Enterprise
485230,514366,Enfield
483818,513309,Ban Tanglea
483762,102461,Koh Phra Thong
483755,162267,Kuala Pilah Town
483738,15470,Pantin
484532,2704,Newtown
484206,144,Riverfront
484503,142682,Hartley
483838,17190,Ho Coc
484145,9466,Auchenflower
483102,205144,Sirindhorn
483112,702243,Non Sung
483121,214043,Kosumphisai
483130,78907,Giheung-gu
483140,9466,Wynnum
483387,9824,Roebuck
483476,12784,Samos City Center
483480,3667,Kodiyat
483448,513145,Bramston Beach
485737,544729,Sevid
490562,666520,Bahla
487471,663429,Ste Helene De Kamouraska
487483,663441,Thamesford
487485,663443,Timberlea
487489,663447,Vananda
487493,663451,Viking
487495,663453,Wahnapitae
487498,663456,Windermere
487502,663460,Yellowhead County
487587,663545,Gerswalde OT Herrenstein
270602,18346,Caotun Township
488475,664433,Poselok Rybachiy
277436,18346,Shuili Township
500688,9846,Dongwe
500689,9846,Kwani Bay
500739,700200,Nouadhibou
500675,103844,Masai Mara
502352,701853,Povoa de Midoes
502375,701876,Richmond
500628,694528,Baturaja
500629,694529,Chicklade
500648,16857,Elk Hills
500649,16857,Lovedale
500652,16857,Ooty - Mysore
500653,16857,Havelock
500654,16857,Pudumund
500661,16857,Kalhatty Falls
500662,16857,Fern Hills
500665,16857,Kotagiri
499738,690282,Dhangadhi
499739,2487,Pataleban
499740,2487,Dhulikhel
499726,688643,Bagabag
499721,512820,Torrijos
497312,686276,Cherni Vrakh
496251,1629,Herleshausen
496289,672528,Dechy
496293,672842,Alford
496294,672843,Altheim
496299,672848,Soriguera
496301,672850,Berg
496324,672873,Dornbach
496321,672870,Fontenailles
496336,672885,Gmina Kleszczow
496355,672904,Narborough
496357,672906,Neustadt an der Orla
496351,672900,Palantepe
495791,671662,Dinalungan
495782,671651,Sabang Beach
495751,669560,Pagoda Hill Square
495762,2051,Griffith
494819,17546,Liscomb
494826,17494,Gore Bay
494838,17594,Petit-Saguenay
494898,19498,Orpheus Island
495551,513047,Sibolga
495579,513358,Banjarnegara
495611,513084,Monywa
495612,513260,Sittwe
495613,513267,Tachileik
494653,23245,Centralia
494747,23415,Monroe
494033,669595,Lukla
494034,669595,Phakding
494035,669595,Namche
494037,669595,Thame
494038,669595,Manjo
494048,669611,Mangareva
494069,669632,Reefton
494076,3369,Franklin
493516,18219,Dhahran
492401,668359,Kontias (Limnos)
484029,513407,Desaru Beachfront
484072,17331,Song Saa Island
484078,3750,Waitakere
484079,13170,Da Phuoc Sport Center
483972,17172,Yeongdo-gu
483942,5051,New Development Area- Bhanu Path
483938,5051,Tibet Road
483940,5051,Ridge Road
483885,105999,Sabu Raijua
483894,702243,Sikhio
483866,6167,Russley
484245,8845,Bichpari
484228,15426,Irene
484235,513464,Al Buraymi
484265,513474,Walker Flat
484222,15426,Meyerspark
484224,15426,Equestria
484226,15426,Arcadia
484129,17828,Masanhappo-gu
484130,17828,Masanhoewon-gu
484110,1491,City Bowl
484111,1491,Willows
484113,1491,Oranjesig
484114,1491,Park West
484385,17402,Baan Tai
484333,7835,Bolgoda Lake
484337,7835,Maharagama
484316,17196,Camp 7
484309,15426,Silver Lake
484318,513502,Pyu
483230,108000,Nanao
483264,17892,Wallerawang
483288,79769,Zhuji
483369,9466,Clear Mountain
483370,10372,Thornbury
483371,10372,Taylors Lakes
483375,513093,Voesendorf
483503,8366,Kralovo Pole
483504,8366,Slatina
483664,512984,Sipora
483713,16079,Binh Thuy
483566,513168,Wirrina Cove
483572,513170,Tanjung Malim
483536,105661,Hai Tien Beach
483544,2758,Thach That District
483510,8913,Marlborough
483511,8913,Varsity
484897,23206,Cloverdale
484909,23371,Union
484914,23429,Madison
484939,12702,Jeffersonville
484940,21835,Springfield
484941,11256,Tok
484824,7835,Kaduwela
484797,16613,Truro
484633,10932,O Paxonal
484468,18943,Cimahi Utara
484397,756,Liouguei District
485482,13550,Green Island
485497,23214,Enumclaw
485472,13550,Fitzroy Island
485469,10803,Kalutara
485337,514473,Albany
485342,514479,Florence
485346,514492,Quaama
485349,514493,Chaungtha Beach
485507,104389,Lavergne
485903,544895,Friesach bei Gratkorn
487362,663320,Marsh Lake
487363,663321,Maryhill
487364,663322,Mccarras Brook
487366,663324,Melbourne
487384,663342,Normandale
487391,663349,Parson
487393,663351,Penobsquis
487394,663352,Petit Rocher
487398,663356,Pointe-Verte
487399,663357,Port Albert
487396,663354,Plamondon
